ticker,name,sector,price,pe_ratio,dividend_yield,eps,week52_low,week52_high,market_cap,ebitda,ps_ratio,pb_ratio,market_cap_bn,ebitda_bn,ev_ebitda_proxy,price_range_pct,market_cap_tier,loaded_at,acquired,deal_year,deal_value_bn,acquirer,deal_status,pe_ratio_sector_pct,pb_ratio_sector_pct,ps_ratio_sector_pct,ev_ebitda_proxy_sector_pct,market_cap_sector_pct,dividend_yield_sector_pct,pe_ratio_zscore,pb_ratio_zscore,ps_ratio_zscore,ev_ebitda_proxy_zscore,cheap_count,log_market_cap,log_ebitda,cheap_and_midcap,cash_cow_flag,near_52w_low,near_52w_high,profitable,low_pb_small_size,sector_Consumer Discretionary,sector_Consumer Staples,sector_Energy,sector_Financials,sector_Health Care,sector_Industrials,sector_Information Technology,sector_Materials,sector_Real Estate,sector_Telecommunication Services,sector_Utilities,tier_Large-cap,tier_Mega-cap,tier_Mid-cap,deal_probability,deal_score
AES,AES Corp,Utilities,10.06,9.96,4.961832,-1.72,12.05,10.0,6920851212.0,3001000000.0,0.65951383,2.2,6.920851212,3.001,2.306181676774409,97.0731707317073,Mid-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.1071428571428571,0.7857142857142857,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.8928571428571429,-1.6101874845079664,0.0886464934699149,-1.791850189620804,-1.2365084807051496,3,22.65780460667013,21.822211403737864,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.997931,86.9
AET,Aetna Inc,Health Care,178.0,18.11,1.101989,5.75,194.4,119.51,59197016353.0,4139000000.0,0.9923546,3.79,59.197016353,4.139,14.30225087050012,21.898784884497267,Large-cap,2026-04-25T14:52:57.872278,1,2018.0,69.0,CVS Health,completed,0.4016393442622951,0.4918032786885246,0.1639344262295081,0.4426229508196721,0.7377049180327869,0.6557377049180327,-0.2039252565046976,-0.2048524815869978,-1.0044026543319626,0.0,4,24.8041369781406,22.14372004995461,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.89937615,84.6
AMG,Affiliated Managers Group Inc,Financials,179.11,12.24,0.6387395,12.07,216.995,148.81,10442174371.0,1261400000.0,4.591235,2.89,10.442174371,1.2614,8.278241930394799,55.56207376989072,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.1691176470588235,0.8088235294117647,0.8382352941176471,0.0588235294117647,0.1323529411764706,0.0588235294117647,-0.6573742769886698,-0.1447165692455529,0.4730517709006349,0.0,2,23.069118670895133,20.955488052986595,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9924051,76.1
AFL,AFLAC Inc,Financials,83.25,12.24,2.4299066,11.01,91.73,68.8,33422948000.0,0.0,1.5429344,1.53,33.422948,0.0,13.333242399935546,36.98211949411253,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.1691176470588235,0.4117647058823529,0.2352941176470588,0.6323529411764706,0.6029411764705882,0.7647058823529411,-0.6573742769886698,-0.1958933694780032,-0.6964061707749164,0.0,3,24.23250856690555,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6744595,67.1
A,Agilent Technologies Inc,Health Care,65.05,27.45,0.8756979,2.1,75.0,49.23,21984606918.0,1094000000.0,6.493563,4.56,21.984606918,1.094,20.095618755027424,38.61078773767948,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.819672131147541,0.6065573770491803,0.7704918032786885,0.6721311475409836,0.4262295081967213,0.6065573770491803,0.14272345174488,-0.1741302475362489,0.437399034140127,0.0,0,23.81360835991059,20.81310654186028,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9246796,60.4
APD,Air Products & Chemicals Inc,Materials,152.8,24.22,2.7811136,13.66,175.17,133.6301,34638387128.0,2542500000.0,4.1163683,3.35,34.638387128,2.5425,13.623751082792529,53.851838834469945,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,63.0,,unlabeled,0.64,0.4,0.8,0.72,0.76,0.88,0.1953204643307821,-0.4816180334300117,0.8074591389690919,0.2035750621341809,1,24.26822835861554,21.656413686280302,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14909017,26.1
AKAM,Akamai Technologies Inc,Information Technology,62.49,32.55,0.0,1.79,69.56,44.65,10906904066.0,789517000.0,5.8546524,3.25,10.906904066,0.789517,13.81465385292527,28.38217583299879,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.7428571428571429,0.1928571428571428,0.6142857142857143,0.4142857142857143,0.1571428571428571,0.1714285714285714,-0.0099749953762296,-0.3007006748964757,0.0110491205124523,-0.267090984593393,2,23.11266182631019,20.486931925310323,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.8968058,70.3
ALK,Alaska Air Group Inc,Industrials,64.04,9.66,1.9928383,8.28,101.43,59.25,7903173734.0,1665000000.0,0.9801092,2.21,7.903173734,1.665,4.746650891291291,88.64390706495968,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.0298507462686567,0.1194029850746268,0.1194029850746268,0.0746268656716417,0.1044776119402985,0.7313432835820896,-2.334304667438849,-0.2996173118839501,-0.9843513143606474,-1.1084940720829608,4,22.790530254351637,21.233090960979418,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99117553,89.8
ALB,Albemarle Corp,Materials,105.18,26.03,1.2004126,5.66,144.99,90.35,11782151266.0,686030000.0,5.3666205,2.98,11.782151266,0.68603,17.17439655117123,72.85871156661786,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,63.0,,unlabeled,0.72,0.32,0.92,0.84,0.32,0.36,0.2979838639861167,-0.6054703217043407,1.621413866244521,0.8328790904746516,1,23.189851618785426,20.34643191797004,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.9787875,69.7
ARE,Alexandria Real Estate Equities Inc,Real Estate,114.58,19.03,3.0262272,1.57,134.37,106.89,12043374429.0,0.0,10.492155,2.07,12.043374429,0.0,12.232232065381956,72.01601164483262,Large-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,unlabeled,0.7878787878787878,0.3333333333333333,0.5454545454545454,0.9848484848484848,0.3939393939393939,0.2121212121212121,-0.1066765197792172,-0.2545136003765635,0.1344424586921278,0.0,1,23.211780505831697,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9812408,71.7
ALXN,Alexion Pharmaceuticals,Health Care,108.47,22.18,0.0,1.77,149.34,96.18,26172439795.0,1072000000.0,9.720562,2.82,26.172439795,1.072,24.41458936100746,76.88111361926262,Large-cap,2026-04-25T14:52:57.872278,1,2021.0,39.0,AstraZeneca,completed,0.6229508196721312,0.3032786885245901,0.918032786885246,0.8032786885245902,0.4590163934426229,0.2131147540983606,-0.0528695560147853,-0.2435545166898892,1.2831573237002432,0.0,1,23.98797277787813,20.792791900527856,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.95115805,67.3
ALGN,Align Technology,Health Care,220.71,56.59,0.0,2.84,287.32,92.61,18788041378.0,380326000.0,13.138819,16.44,18.788041378,0.380326,49.39983429478921,34.20985054696728,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.9836065573770492,0.918032786885246,0.9508196721311476,0.918032786885246,0.3278688524590163,0.2131147540983606,1.2242377299453826,0.2998699349610198,2.179042074081912,0.0,0,23.65648640752517,19.756539340269512,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.971031,62.0
ALLE,Allegion,Industrials,77.32,21.07,0.8004002,2.37,89.81,66.72,7599609494.0,531800000.0,4.265232,20.48,7.599609494,0.5318,14.290352564874013,54.09268081420532,Mid-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.4776119402985074,0.9552238805970148,0.8656716417910447,0.7014925373134329,0.0895522388059701,0.2238805970149253,-0.0836981734081046,0.47954301040371,1.0452299007525283,0.4566154911579271,1,22.751362700681742,20.0917780386536,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9974705,70.2
AGN,"Allergan, Plc",Health Care,164.2,10.65,1.643289,38.35,256.8,160.07,56668833898.0,-2888100000.0,4.820115,0.8303999999999999,56.668833898,-2.8881,-19.62149298777744,95.73038354181745,Large-cap,2026-04-25T14:52:57.872278,1,2020.0,63.0,AbbVie,completed,0.0655737704918032,0.0245901639344262,0.5901639344262295,0.0491803278688524,0.7049180327868853,0.7868852459016393,-0.4807988500316622,-0.3229375775566035,-0.0011919038018424,0.0,3,24.760490229873703,0.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9152913,79.8
ADS,Alliance Data Systems,Information Technology,240.6,13.02,0.9240122,14.13,278.33,209.0,13632608582.0,2143200000.0,1.7282298,8.28,13.632608582,2.1432,6.360866266330721,54.420885619500936,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.1571428571428571,0.6571428571428571,0.1,0.0571428571428571,0.2285714285714285,0.4714285714285714,-0.5066032594971508,-0.0950079545022492,-1.0263257732847495,-0.6428910072400663,3,23.335730449742854,21.485565876661266,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.98349935,82.3
LNT,Alliant Energy Corp,Utilities,37.14,19.86,3.5733333,1.65,45.55,36.84,8670163500.0,1168400000.0,3.4331481,2.13,8.6701635,1.1684,7.420543906196508,96.55568312284734,Mid-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.8214285714285714,0.7142857142857143,0.8214285714285714,0.8928571428571429,0.2142857142857142,0.4285714285714285,0.7046344774545286,0.0220767129331203,0.8217497245869616,0.5973750991130181,0,22.883153485807878,20.87890112933373,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.9959848,66.7
ALL,Allstate Corp,Financials,90.06,13.26,1.5278208,4.68,105.36,77.73,34759468905.0,0.0,1.2085556,1.67,34.759468905,0.0,13.333242399935546,55.37459283387622,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.25,0.5588235294117647,0.1470588235294117,0.6323529411764706,0.6176470588235294,0.25,-0.5221603751116966,-0.1906251694540745,-0.8246881201298918,0.0,2,24.271717858343106,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.61160004,56.5
GOOGL,Alphabet Inc Class A,Information Technology,1007.71,31.48,0.0,22.27,1198.0,824.3,733823966137.0,34217000000.0,6.801692,4.7,733.823966137,34.217,21.44618073288132,50.9205244848809,Mega-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,none,0.7142857142857143,0.4,0.6714285714285714,0.7571428571428571,0.9857142857142858,0.1714285714285714,-0.0371840195753789,-0.2414055566913805,0.2491330977744382,0.117670177567181,1,27.321535008647693,24.255988433566227,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.011195464,16.8
GOOG,Alphabet Inc Class C,Information Technology,1001.52,40.29,0.0,22.27,1186.89,803.1903,728535558140.0,32714000000.0,6.772653,4.67,728.53555814,32.714,22.26984037843125,48.31121838250071,Mega-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,none,0.8428571428571429,0.3857142857142857,0.6571428571428571,0.8,0.9714285714285714,0.1714285714285714,0.1868454226624764,-0.2426323522404515,0.2418327476985693,0.159196892657305,1,27.31430227146737,24.211068957813318,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.012622833,16.9
MO,Altria Group Inc,Consumer Staples,64.05,18.89,3.9526875,5.31,77.79,60.01,126985101434.0,10773000000.0,4.945682,10.32,126.985101434,10.773,11.787348132739256,77.27784026996628,Large-cap,2026-04-25T14:52:57.872278,1,2023.0,18.7,,rumoured,0.3823529411764705,0.7352941176470589,0.9117647058823528,0.4705882352941176,0.8529411764705882,0.9705882352941176,-0.4362972793677999,-0.2380331730472127,0.8251649592391684,-0.1911077076103083,2,25.567335604988035,23.100308840951293,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.88939255,74.7
AMZN,Amazon.com Inc,Consumer Discretionary,1350.5,200.0692,0.0,6.16,1498.0,812.5,685873374731.0,16132000000.0,3.927053,24.28,685.873374731,16.132,42.51632622929581,21.51714077315828,Mega-cap,2026-04-25T14:52:57.872278,0,2023.0,29.4,,none,1.0,0.9166666666666666,0.8928571428571429,0.988095238095238,1.0,0.1309523809523809,6.43667545504158,0.2507666495634139,1.126077333972524,0.0,0,27.253958862695622,23.504070714019523,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.016457444,10.8
AEE,Ameren Corp,Utilities,52.59,20.38,3.4404964,2.68,64.89,51.81,12905744906.0,2298000000.0,2.693119,1.79,12.905744906,2.298,5.61607698259356,94.0366972477064,Large-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.8571428571428571,0.3571428571428571,0.5714285714285714,0.5357142857142857,0.3214285714285714,0.3571428571428571,0.8262210855576091,-0.3012622211027381,0.1244191452848641,-0.0496620314373486,1,23.280938390806792,21.555305016808138,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9910699,72.7
AAL,American Airlines Group,Industrials,48.6,9.92,0.7782101,3.91,59.08,39.21,24594852352.0,5761000000.0,0.58022565,6.03,24.594852352,5.761,4.2691984641555285,52.74282838449924,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.044776119402985,0.7164179104477612,0.044776119402985,0.044776119402985,0.6119402985074627,0.1940298507462686,-2.2830200321673337,-0.1367058487674278,-1.2314033092853942,-1.1867933929608558,3,23.925803004044976,22.47437690787024,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.98877305,82.6
AEP,American Electric Power,Utilities,63.38,17.32,3.8479443,1.24,78.07,62.69,31701916517.0,4450800000.0,2.7489934,1.81,31.701916517,4.4508,7.122745689988316,95.51365409622883,Large-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,0.4642857142857143,0.3928571428571428,0.6071428571428571,0.7857142857142857,0.8214285714285714,0.6428571428571429,0.1107306609510198,-0.282242283806511,0.1770696798654058,0.4905920371582817,2,24.17964297398321,22.216349692472495,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6008122,58.2
AXP,American Express Co,Financials,88.34,15.0,1.4955667,2.9,102.385,75.51,80410990000.0,0.0,2.273575,3.75,80.41099,0.0,13.333242399935546,52.26046511627908,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,none,0.3676470588235294,0.8823529411764706,0.4264705882352941,0.6323529411764706,0.8676470588235294,0.2352941176470588,-0.2915013660274482,-0.1123547690985622,-0.4161013175788143,0.0,2,25.110416695344615,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.012365917,23.8
AIG,"American International Group, Inc.",Financials,58.28,23.22,2.1167521,-0.76,67.3,57.85,54360073164.0,0.0,1.4686536,0.8303999999999999,54.360073164,0.0,13.333242399935546,95.44973544973546,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.8676470588235294,0.0220588235294117,0.2205882352941176,0.6323529411764706,0.7794117647058824,0.6764705882352942,0.7981636079222769,-0.2222193175975784,-0.7249034493812367,0.0,2,24.71889577216296,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.11873897,30.2
AMT,American Tower Corp A,Real Estate,133.57,20.68,2.0,1.97,155.28,103.36,59213892640.0,3792383000.0,11.954137,9.22,59.21389264,3.792383,15.613900979937943,41.81432973805856,Large-cap,2026-04-25T14:52:57.872278,0,2024.0,28.0,,none,0.8484848484848485,0.9393939393939394,0.6363636363636364,0.6363636363636364,1.0,0.1212121212121212,-0.0553462219533213,0.2079622102422285,0.4890392530032874,0.0,0,24.80442202429484,22.056260418612208,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.018874394,12.1
AWK,American Water Works Company Inc,Utilities,76.06,26.23,2.129297,2.63,92.37,71.89,13906146184.0,1711000000.0,5.553833,2.55,13.906146184,1.711,8.127496308591468,79.638671875,Large-cap,2026-04-25T14:52:57.872278,0,2018.0,14.6,,unlabeled,1.0,0.8214285714285714,1.0,0.9642857142857144,0.4285714285714285,0.1071428571428571,2.194070426717266,0.4214953961538866,2.820074425378066,0.85087071485309,0,23.355596750936744,21.26034383244092,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.99561334,65.4
AMP,Ameriprise Financial,Financials,152.5,12.41,2.0735743,9.44,183.9,118.84,23472126000.0,0.0,1.9493247,3.73,23.472126,0.0,13.333242399935546,48.26314171533969,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,13.0,,unlabeled,0.2058823529411764,0.8676470588235294,0.3088235294117647,0.6323529411764706,0.4852941176470588,0.6176470588235294,-0.6348386266758409,-0.1131073691019806,-0.5404975429463782,0.0,2,23.879079426473396,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9491527,75.5
ABC,AmerisourceBergen Corp,Health Care,91.55,15.54,1.6132456,1.64,106.27,71.9,20587704101.0,991884000.0,0.4081934384,9.73,20.587704101,0.991884,20.75616110452432,42.82804771603143,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.2950819672131147,0.8688524590163934,0.0327868852459016,0.7049180327868853,0.3770491803278688,0.7704918032786885,-0.2993093229074187,0.0321476096616365,-1.1575043890589545,0.0,2,23.74795984628081,20.71511672393597,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.9745135,76.4
AME,AMETEK Inc,Industrials,72.05,27.61,0.75512403,2.94,78.51,51.31,17139651923.0,1025763000.0,4.015368,4.54,17.139651923,1.025763,16.70917348646812,23.75000000000003,Large-cap,2026-04-25T14:52:57.872278,0,2023.0,76.75,,unlabeled,0.9253731343283582,0.5522388059701493,0.835820895522388,0.8805970149253731,0.4776119402985074,0.1791044776119403,1.206307652267712,-0.2002498487788462,0.8908614610908392,0.8532875462613544,0,23.564660442091867,20.748702563834566,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.97091067,62.7
AMGN,Amgen Inc,Health Care,173.12,13.76,2.9751508,2.57,201.23,152.16,128133340000.0,11945000000.0,5.58192,3.91,128.13334,11.945,10.72694349100042,57.2855104952109,Large-cap,2026-04-25T14:52:57.872278,0,2021.5,63.0,,unlabeled,0.1967213114754098,0.5245901639344263,0.6721311475409836,0.3278688524590163,0.918032786885246,0.9508196721311476,-0.3653729953575523,-0.2000646009557122,0.1984681809327187,0.0,2,25.57633727741138,23.2035786178079,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.010245057,25.4
APH,Amphenol Corp,Information Technology,84.44,25.9,0.8608971,2.05,93.62,67.26,26955335395.0,1671700000.0,3.85675,6.64,26.955335395,1.6717,16.12450523120177,34.825493171471955,Large-cap,2026-04-25T14:52:57.872278,0,2020.0,27.5,,unlabeled,0.5714285714285714,0.5571428571428572,0.3857142857142857,0.5428571428571428,0.5142857142857142,0.4571428571428571,-0.1790778093242135,-0.1620727778514602,-0.4912197915512745,-0.150634459614346,1,24.017447088584728,21.23710691027105,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.5185061,44.4
APC,Anadarko Petroleum Corp,Energy,56.2,-21.29,1.7029973,-5.9,70.0,39.96,32129091747.0,3115000000.0,3.9682212,2.88,32.129091747,3.115,10.314315167576243,45.93874833555259,Large-cap,2026-04-25T14:52:57.872278,1,2019.0,55.0,Occidental Petroleum,completed,0.15625,0.78125,0.65625,0.65625,0.65625,0.46875,-0.9482944773257282,0.4011270748642648,0.1002403987408133,-0.1199509633638147,1,24.193027741638527,21.859494989506857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.98802966,71.1
ADI,"Analog Devices, Inc.",Information Technology,82.68,17.67,2.108963,2.11,98.38,74.65,31811578855.0,1663384000.0,8.00391,3.13,31.811578855,1.663384,19.124615155009305,66.16097766540243,Large-cap,2026-04-25T14:52:57.872278,1,2021.0,21.0,Maxim (acquirer),completed,0.3285714285714285,0.1714285714285714,0.8142857142857143,0.6857142857142857,0.5571428571428572,0.7857142857142857,-0.3883584347064552,-0.3056078570927594,0.5513684456690247,0.0006230539935083,2,24.183096175427327,21.232119919100832,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9385118,75.0
